一级类别,二级类别,数量,三级标签,,,,,,,,,,,,,,,,
乐器与音响,乐器,27,accordion（手风琴），acoustic_guitar（原声吉他），banjo（班卓琴），bassoon（巴松管），brass（铜制牌位），cello（大提琴），cornet（短号），drum（鼓），electric_guitar（电吉他），flute（长笛），French_horn（圆号），gong（锣），grand_piano（钢琴），harmonica（口琴），harp（竖琴），maraca（沙球（一种打击乐器）），marimba（马林巴木琴），oboe（双簧管），ocarina（小鹅笛），organ（风琴），pan_flute（排箫），saxophone（萨克斯管），steel_drum（钢滚筒），trombone（长号），upright_piano（直立式钢琴），violin（小提琴），whistle（哨子）,,,,,,,,,,,,,,,,
,牛羊类有蹄动物,3,hartebeest（披紅狷羚），impala（高角羚），gazelle（瞪羚）,,,,,,,,,,,,,,,,
,狐,4,red_fox（红狐），kit_fox（敏狐），Arctic_fox（北极狐），grey_fox（灰狐）,,,,,,,,,,,,,,,,
,狗,118,Chihuahua（吉娃娃），Japanese_Chin（日本狆犬），Maltese（马尔济斯犬），Pekingese（京巴犬），Shih_Tzu（西施犬），King_Charles_Spaniel（查理士王小猎犬），Papillon（蝴蝶犬），toy_terrier（英国玩具梗），Rhodesian_Ridgeback（罗得西亚长背猎狗），Afghan_Hound（阿富汗猎犬），Basset_Hound（巴吉度猎犬），Beagle（比格犬），Bloodhound（寻血猎犬），Bluetick_Coonhound（布鲁泰克猎浣熊犬），Black_and_Tan_Coonhound（黑褐猎浣熊犬），Treeing_Walker_Coonhound（树丛浣熊猎犬），English_foxhound（英国猎狐犬），Redbone_Coonhound（红浣熊猎犬），borzoi（苏俄牧羊犬），Irish_Wolfhound（爱尔兰猎狼犬），Italian_Greyhound（意大利灰狗），Whippet（惠比特犬），Ibizan_Hound（伊比莎猎犬），Norwegian_Elkhound（挪威黑猎鹿犬），Otterhound（奥达猎犬），Saluki（萨路基猎犬），Scottish_Deerhound（苏格兰猎鹿犬），Weimaraner（威玛猎犬），Staffordshire_Bull_Terrier（斯塔福德郡斗牛犬），American_Staffordshire_Terrier（美国斯塔福德郡梗），Bedlington_Terrier（贝德灵顿梗），Border_Terrier（边境梗），Kerry_Blue_Terrier（凯丽蓝梗），Irish_Terrier（爱尔兰梗），Norfolk_Terrier（诺福克梗），Norwich_Terrier（诺维奇梗），Yorkshire_Terrier（约克夏梗犬），Wire_Fox_Terrier（刚毛猎狐梗），Lakeland_Terrier（湖畔梗），Sealyham_Terrier（锡利哈姆梗），Airedale_Terrier（艾尔谷犬），Cairn_Terrier（凯恩梗），Australian_Terrier（澳大利亚梗），Dandie_Dinmont_Terrier（丹迪丁蒙梗），Boston_Terrier（波士顿梗），Miniature_Schnauzer（迷你雪纳瑞犬），Giant_Schnauzer（巨型雪纳瑞犬），Standard_Schnauzer（标准雪纳瑞犬），Scottish_Terrier（苏格兰梗犬），Tibetan_Terrier（西藏梗），Australian_Silky_Terrier（丝毛梗），Soft-coated_Wheaten_Terrier（爱尔兰软毛梗犬），West_Highland_White_Terrier（西高地白梗），Lhasa_Apso（拉萨阿普索犬），Flat-Coated_Retriever（平毛寻回犬），Curly-coated_Retriever（卷毛寻回犬），Golden_Retriever（金毛猎犬），Labrador_Retriever（拉布拉多猎犬），Chesapeake_Bay_Retriever（乞沙比克猎犬），German_Shorthaired_Pointer（德国短毛指示犬），Vizsla（维兹拉犬），English_Setter（英国塞特犬），Irish_Setter（爱尔兰雪达犬），Gordon_Setter（戈登雪达犬），Brittany（布列塔尼犬猎犬），Clumber_Spaniel（小型西班牙猎犬），English_Springer_Spaniel（英国史宾格犬），Welsh_Springer_Spaniel（威尔士史宾格犬），Cocker_Spaniels（可卡犬），Sussex_Spaniel（萨塞克斯猎犬），Irish_Water_Spaniel（爱尔兰水猎犬），Kuvasz（库瓦兹犬），Schipperke（舒柏奇犬），Groenendael（比利时牧羊犬），Malinois（马里努阿犬），Briard（伯瑞犬），Australian_Kelpie（凯尔皮犬），Komondor（可蒙犬），Old_English_Sheepdog（老英国牧羊犬），Shetland_Sheepdog（喜乐蒂牧羊犬），collie（牧羊犬），Border_Collie（边境牧羊犬），Bouvier_des_Flandres（法兰德斯牧牛狗），Rottweiler（罗特韦尔犬），German_Shepherd_Dog（德国牧羊犬），Dobermann（多伯曼犬），Miniature_Pinscher（迷你杜宾犬），Greater_Swiss_Mountain_Dog（大瑞士山地犬），Bernese_Mountain_Dog（伯恩山犬），Appenzeller_Sennenhund（阿策尔山犬），Entlebucher_Sennenhund（恩特尔布赫山犬），Boxer（拳师狗），Bullmastiff（斗牛獒），Tibetan_Mastiff（藏獒），French_Bulldog（法国斗牛犬），Great_Dane（大丹犬），St._Bernard（圣伯纳德狗），husky（哈士奇），Alaskan_Malamute（阿拉斯加雪橇犬），Siberian_Husky（西伯利亚雪橇犬），Dalmatian（斑点狗），Affenpinscher（猴犬），Basenji（巴仙吉犬），pug（巴哥犬），Leonberger（兰波格犬），Newfoundland（纽芬兰犬），Pyrenean_Mountain_Dog（大白熊犬），Samoyed（萨摩耶犬），Pomeranian（博美犬），Chow_Chow（松狮），Keeshond（毛狮犬），Griffon_Bruxellois（布鲁塞尔格林芬犬），Pembroke_Welsh_Corgi（彭布洛克威尔士科基犬），Cardigan_Welsh_Corgi（卡狄根威尔斯柯基犬），Toy_Poodle（玩具贵宾犬），Miniature_Poodle（迷你贵宾犬），Standard_Poodle（标准贵宾犬），Mexican_hairless_dog（墨西哥无毛犬）,,,,,,,,,,,,,,,,
,狮子,1,lion（狮子）,,,,,,,,,,,,,,,,
,狼,7,grey_wolf（灰狼），Alaskan_tundra_wolf（阿拉斯加苔原狼），red_wolf（红狼），coyote（郊狼），dingo（澳洲野狗），dhole（豺），African_wild_dog（非洲野犬）,,,,,,,,,,,,,,,,
,猪,3,pig（猪），wild_boar（野猪），warthog（疣猪）,,,,,,,,,,,,,,,,
,猫,5,tabby（虎斑猫），tiger_cat（孟加拉猫），Persian_cat（波斯猫），Siamese_cat（暹罗猫），Egyptian_cat（埃及猫）,,,,,,,,,,,,,,,,
,猫科动物,6,cougar（美洲狮），lynx（猞猁），leopard（美洲豹），snow_leopard（雪豹），jaguar（捷豹），cheetah（猎豹）,,,,,,,,,,,,,,,,
,猴子,20,orangutan（红毛猩猩），gorilla（大猩猩），chimpanzee（黑猩猩），gibbon（长臂猿），siamang（合趾猿长臂猿），guenon（长尾猴），patas_monkey（赤猴），baboon（狒狒），macaque（猕猴），langur（黑叶猴），black-and-white_colobus（东非黑白疣猴），proboscis_monkey（长鼻猴），marmoset（狨猴），white-headed_capuchin（白头卷尾猴），howler_monkey（吼猴），titi（伶猴），Geoffroy's_spider_monkey（蜘蛛猴），common_squirrel_monkey（松鼠猴），ring-tailed_lemur（马达加斯加环尾狐猴），indri（大狐猴）,,,,,,,,,,,,,,,,
,羊,3,ram（公羊），bighorn_sheep（大角羊），Alpine_ibex（阿尔卑斯羱羊）,,,,,,,,,,,,,,,,
,老虎,1,tiger（老虎）,,,,,,,,,,,,,,,,
,蛇类,17,worm_snake（钩盲蛇），ring-necked_snake（环颈蛇），eastern_hog-nosed_snake（猪鼻蛇），smooth_green_snake（滑鳞绿树蛇），kingsnake（王蛇），garter_snake（袜带蛇），water_snake（水蛇），vine_snake（绿瘦蛇），night_snake（夜蛇），boa_constrictor（紅尾蚺），African_rock_python（非洲岩蟒），Indian_cobra（印度眼镜蛇），green_mamba（绿曼巴蛇），sea_snake（海蛇），Saharan_horned_viper（非洲角蝰蛇），eastern_diamondback_rattlesnake（东部菱背响尾蛇），sidewinder（角响尾蛇）,,,,,,,,,,,,,,,,
,蛛形纲与多足类,11,trilobite（三叶虫），harvestman（盲蜘蛛），scorpion（蝎子），yellow_garden_spider（黑金花园蜘蛛），barn_spider（谷仓蜘蛛），European_garden_spider（十字园蛛），southern_black_widow（黑寡妇蜘蛛），tarantula（塔兰托毒蛛），wolf_spider（狼蛛），tick（蜱），centipede（蜈蚣）,,,,,,,,,,,,,,,,
,蝴蝶与飞蛾,6,red_admiral（优红蛱蝶），ringlet（小环蝴蝶），monarch_butterfly（帝王蝴蝶），small_white（菜粉蝶），sulfur_butterfly（粉蝶），gossamer-winged_butterfly（灰蝶）,,,,,,,,,,,,,,,,
,马,2,common_sorrel（栗色马），zebra（斑马）,,,,,,,,,,,,,,,,
,鱼类与水生脊椎动物,16,tench（丁鲷），goldfish（金鱼），great_white_shark（大白鲨），tiger_shark（虎鲨），hammerhead_shark（锤头鲨），electric_ray（电鳐），stingray（黄貂鱼），snoek（杖鱼），eel（鳗鱼），coho_salmon（银鲑），rock_beauty（石美人），clownfish（小丑鱼），sturgeon（鲟鱼），garfish（雀鳝），lionfish（狮子鱼），pufferfish（河豚）,,,,,,,,,,,,,,,,
,鸟类,59,cock（公鸡），hen（母鸡），ostrich（鸵鸟），brambling（花鸡），goldfinch（金翅雀），house_finch（红麻雀），junco（暗眼灯草鹀），indigo_bunting（靛蓝彩鹀），American_robin（旅鸫），bulbul（红耳鹎），jay（冠蓝鸦），magpie（喜鹊），chickadee（山雀），American_dipper（美洲河乌），kite（鸢），bald_eagle（秃头鹰），vulture（秃鹫），great_grey_owl（大灰猫头鹰），black_grouse（黑琴鸡），ptarmigan（雷鸟），ruffed_grouse（披肩榛鸡），prairie_grouse（草原松鸡），peacock（孔雀），quail（鹌鹑），partridge（鹧鸪），grey_parrot（非洲灰鹦鹉），macaw（金刚鹦鹉），sulphur-crested_cockatoo（葵花凤头鹦鹉），lorikeet（虹彩吸蜜鹦鹉），coucal（大毛鸡），bee_eater（蜂虎），hornbill（犀鸟），hummingbird（蜂鸟），jacamar（鹟䴕），toucan（巨嘴鸟），duck（鸭子），red-breasted_merganser（红胸秋沙鸭），goose（鹅），black_swan（黑天鹅），white_stork（白鹳），black_stork（黑鹳），spoonbill（玫瑰琵鹭），flamingo（火烈鸟），little_blue_heron（小蓝鹭），great_egret（大白鹭），bittern（美洲麻鳽），crane_(bird)（鹤），limpkin（秧鹤），common_gallinule（美洲黑水鸡），American_coot（美洲骨顶），bustard（鸨），ruddy_turnstone（红翻石鹬），dunlin（红背鹬），common_redshank（红脚鹬），dowitcher（长嘴半蹼鹬），oystercatcher（蛎鹬），pelican（鹈鹕），king_penguin（国王企鹅），albatross（信天翁）,,,,,,,,,,,,,,,,
医疗与护理,医疗与护理用品,4,Band-Aid（创可贴），crutch（拐杖），stretcher（担架），syringe（注射管）,,,,,,,,,,,,,,,,
家居与家具,卫浴设施,1,sink（洗脸盆）,,,,,,,,,,,,,,,,
,家具与家居用品,52,analog_clock（模拟时钟），waste_container（垃圾桶），baluster（栏杆），barber_chair（理发椅），wheelbarrow（手推车），bassinet（婴儿床），bathtub（浴缸），birdhouse（鸟舍），bookcase（书橱），broom（扫帚），candle（蜡烛），chest（储物柜），chiffonier（小衣橱），china_cabinet（橱柜），cradle（摇篮），infant_bed（小儿床），desk（书桌），dining_table（餐桌），dome（圆顶），doormat（门垫），entertainment_center（组合电视柜），filing_cabinet（文件柜），fire_screen_sheet（火炉栏），folding_chair（折叠椅），four-poster_bed（四帷柱床），hamper（带盖的长方形大容器），hourglass（沙漏），medicine_chest（药箱），mosquito_net（蚊帐），park_bench（公园长椅），patio（露台），pedestal（基座），piggy_bank（存钱罐），pillow（枕头），plate_rack（板架），quilt（被子），rocking_chair（摇椅），safe（保险柜），shoji（日式拉门），sliding_door（滑动门），soap_dispenser（皂液器），spotlight（聚光灯），couch（沙发床），mop（拖把），swing（秋千），throne（王座），toilet_seat（马桶），vase（花瓶），wall_clock（挂钟），wardrobe（衣柜衣橱），window_screen（纱窗），window_shade（百叶窗）,,,,,,,,,,,,,,,,
,家电,19,coffeemaker（咖啡机），Crock_Pot（砂锅），dishwasher（洗碗机），electric_fan（电风扇），espresso_machine（浓缩咖啡机），hair_dryer（吹风机），clothes_iron（熨斗），microwave_oven（微波炉），radiator（散热器），refrigerator（冰箱），rotisserie（电转烤肉架），sewing_machine（缝纫机），solar_thermal_collector（太阳能集热器），space_heater（空间加热器），stove（火炉），toaster（烤面包机），vacuum_cleaner（吸尘器），waffle_iron（华夫烤盘），washing_machine（洗衣机）,,,,,,,,,,,,,,,,
,家纺与材料,11,bath_towel（沐浴毛巾），dishcloth（抹布），jack-o'-lantern（南瓜灯笼），paper_towel（纸巾），prayer_rug（祈祷垫），shower_curtain（浴帘），sleeping_bag（睡袋），front_curtain（幕布），velvet（天鹅绒），wool（毛织品），toilet_paper（卫生纸）,,,,,,,,,,,,,,,,
,灯具,2,lampshade（灯罩），table_lamp（台灯）,,,,,,,,,,,,,,,,
容器与厨具,厨房工具,12,can_opener（开瓶器），cleaver（切肉刀），corkscrew（瓶塞钻），frying_pan（煎锅），ladle（长柄勺），hand_plane（木工刨），spatula（锅铲），strainer（过滤器），teapot（茶壶），tray（托盘），wok（炒菜锅），wooden_spoon（木勺子）,,,,,,,,,,,,,,,,
,容器与厨具,37,barrel（桶），beaker（烧杯），beer_bottle（啤酒瓶），beer_glass（啤酒杯），bottle_cap（瓶盖），bucket（水桶），cauldron（大锅），carton（纸箱），cocktail_shaker（鸡尾酒调酒器），coffee_mug（咖啡杯），crate（板条箱），Dutch_oven（荷兰锅），goblet（高脚杯），measuring_cup（量杯），milk_can（奶瓶），mixing_bowl（搅拌钵），mortar（砂浆），nipple（橡皮奶嘴），packet（包装），Petri_dish（培养皿），pill_bottle（药瓶），pitcher（饮料罐），plastic_bag（塑料袋），soda_bottle（汽水瓶），pot（花盆），rain_barrel（雨桶），salt_shaker（盐瓶），shopping_basket（购物篮），shopping_cart（购物车），soup_bowl（汤碗），tub（浴盆），water_bottle（水瓶），water_jug（水壶），whiskey_jug（威士忌壶），wine_bottle（葡萄酒瓶），plate（盘子），cup（茶杯）,,,,,,,,,,,,,,,,
工具与工业,五金零件,3,chain（铁链），coil（线圈），nail（金属钉子）,,,,,,,,,,,,,,,,
,工具与工业设备,34,barometer（晴雨表），tool_kit（工具箱），chainsaw（链锯），combination_lock（组合锁），crane_(machine)（起重机），drilling_rig（钻井平台），guillotine（断头台），hammer（锤子），hatchet（斧头），hook（钩子），knot（蝴蝶结），lawn_mower（割草机），paper_knife（开信刀），lighter（点火器），magnetic_compass（磁罗盘），match（火柴），mousetrap（捕鼠器），odometer（里程表），padlock（挂锁），paintbrush（画笔），plow（犁型铲雪机），plunger（手压皮碗泵），potter's_wheel（陶工旋盘），power_drill（电钻），reel（卷轴），weighing_scale（秤），screw（螺丝），screwdriver（螺丝刀），shovel（铁锹），spindle（纺锤），stopwatch（秒表），sundial（日晷），thimble（顶针），torch（火炬）,,,,,,,,,,,,,,,,
建筑与场所,公共设施,8,gas_pump（汽油泵），mailbox（信箱），manhole_cover（窨井盖），parking_meter（停车收费表），turnstile（旋转式栅门），vending_machine（自动售货机），traffic_sign（路标），traffic_light（交通信号灯）,,,,,,,,,,,,,,,,
,土木与户外结构,15,breakwater（防波堤），chain-link_fence（铁丝网），megalith（巨石），obelisk（方尖碑），picket_fence（用尖板条连成的尖桩篱栅），pier（桥墩），pole（电线杆），through_arch_bridge（钢拱桥），stone_wall（石头墙），suspension_bridge（悬索桥），totem_pole（图腾柱），triumphal_arch（凯旋门），viaduct（高架桥），water_tower（水塔），split-rail_fence（原木栅栏）,,,,,,,,,,,,,,,,
,建筑与场所,40,altar（祭坛），apiary（蜂房），bakery（面包店），barbershop（理发店），barn（谷仓），lighthouse（灯塔），bell-cot（钟塔），boathouse（船库），bookstore（书店），butcher_shop（肉铺），castle（城堡），church（教堂），movie_theater（电影院），cliff_dwelling（悬崖屋），confectionery_store（糖果店），dam（大坝），dock（码头），flagpole（旗杆），fountain（喷泉），greenhouse（温室），grocery_store（杂货店），library（图书馆），sawmill（锯木厂），maze（迷宫），mobile_home（房车），monastery（修道院），mosque（清真寺），tent（登山帐），palace（宫殿），planetarium（天文馆），prison（监狱），restaurant（餐厅），shoe_store（皮鞋店），stage（舞台），stupa（佛塔），thatched_roof（茅草），tile_roof（瓦屋顶），tobacco_shop（烟草店），vault（拱顶），yurt（蒙古包）,,,,,,,,,,,,,,,,
服装与配饰,服装,32,abaya（长袍），academic_gown（学位袍），apron（围裙），military_cap（军帽），bib（口水兜），bikini（比基尼），bra（胸罩），cardigan（开衫），Christmas_stocking（圣诞袜），cloak（斗篷），diaper（尿布），fur_coat（毛皮大衣），gown（礼服），hoop_skirt（有裙撑的裙子），jeans（牛仔裤），T-shirt（T恤衫），kimono（和服），lab_coat（实验室大褂），tights（女游泳衣），tank_suit（有肩带浴衣），military_uniform（军装），miniskirt（迷你裙），overskirt（罩裙），pajamas（睡衣），poncho（雨披），sarong（纱笼），sock（袜子），suit（套装），sweatshirt（运动衫），swimsuit（游泳裤），trench_coat（风衣），vestment（祭衣）,,,,,,,,,,,,,,,,
,配饰,32,backpack（背包），swimming_cap（游泳帽），bolo_tie（饰扣式领带），poke_bonnet（阔边女帽），bow_tie（蝴蝶结领结），buckle（搭扣），cowboy_hat（牛仔帽），crash_helmet（安全帽），digital_watch（数字手表），feather_boa（女用长围巾），barrette（小发夹），handkerchief（手帕），holster（手枪皮套），lens_cap（镜头盖），mask（面具），mitten（连指手套），square_academic_cap（博士帽），necklace（项链），Pickelhaube（尖顶头盔），purse（小钱袋），safety_pin（安全别针），shower_cap（浴帽），ski_mask（滑雪面罩），sombrero（宽边帽），scarf（女用披肩），sunglass（太阳镜），sunglasses（太阳镜），umbrella（雨伞），wallet（钱包），wig（假发），Windsor_tie（温莎领带），dust_jacket（防尘罩）,,,,,,,,,,,,,,,,
,鞋,5,clogs（木屐），cowboy_boot（牛仔靴），slip-on_shoe（平底便鞋），running_shoe（跑步鞋），sandal（凉鞋）,,,,,,,,,,,,,,,,
植物与真菌,植物,9,hay（干草），rapeseed（油菜），daisy（雏菊），yellow_lady's_slipper（黄色杓兰），corn（玉米），acorn（橡子），rose_hip（玫瑰果），horse_chestnut_seed（七叶树果实），ear（玉米棒子）,,,,,,,,,,,,,,,,
,真菌,7,coral_fungus（珊瑚菌），agaric（木耳），gyromitra（鹿花菌），stinkhorn_mushroom（臭角菇），earth_star（地星），hen-of-the-woods（野生舞茸），bolete（牛肝菌）,,,,,,,,,,,,,,,,
武器与防护,武器,8,assault_rifle（攻击步枪），bow（弓箭），cannon（大炮），missile（导弹），projectile（导弹），revolver（左轮手枪），rifle（步枪），shield（盾牌）,,,,,,,,,,,,,,,,
,防护装备,9,breastplate（铠甲），bulletproof_vest（防弹背心），chain_mail（锁子甲），cuirass（胸甲），gas_mask（防毒面具），muzzle（动物的口套），neck_brace（颈托），oxygen_mask（氧气面罩），scabbard（剑鞘）,,,,,,,,,,,,,,,,
电子设备,手机设备,5,mobile_phone（手机），rotary_dial_telephone（有线电话），hand-held_computer（手提电脑），iPod（iPod），payphone（付费电话）,,,,,,,,,,,,,,,,
,电子仪器与影音设备,22,binoculars（双筒望远镜），cassette（录音带），cassette_player（卡带播放器），CD_player（CD播放器），digital_clock（数字时钟），home_theater（家庭影院），speaker（扬声器），loupe（放大镜），microphone（麦克风），oscilloscope（示波器），photocopier（复印机），Polaroid_camera（宝丽来相机），projector（投影仪），radio（收音机），radio_telescope（射电望远镜），reflex_camera（反射式照相机），remote_control（遥控器），stethoscope（听诊器），switch（开关），tape_player（录音机），television（电视），tripod（三脚架）,,,,,,,,,,,,,,,,
,电脑设备,13,computer_keyboard（电脑键盘），desktop_computer（台式电脑），hard_disk_drive（硬盘），joystick（操纵杆），laptop_computer（笔记本电脑），modem（光猫），monitor（显示器），computer_mouse（鼠标），notebook_computer（平板电脑），printer（打印机），CRT_screen（CRT显示器），space_bar（空格键），typewriter_keyboard（打字机键盘）,,,,,,,,,,,,,,,,
美妆与个护,美妆与个护,6,face_powder（扑面粉），hair_spray（头发喷雾），lipstick（唇膏），lotion（洗剂），perfume（香水），sunscreen（防晒霜）,,,,,,,,,,,,,,,,
